iter	RMSE
165	0.009307067917
166	0.00928217854
167	0.0092449033
168	0.009220999842
169	0.00920331086
170	0.009182749811
171	0.009149823327
172	0.009134869212
173	0.009111527737
174	0.009082808566
175	0.00906358429
176	0.00904128219
177	0.009004433513
178	0.00896809784
179	0.008948436201
180	0.008932356089
181	0.008917071352
182	0.008893823643
183	0.008880680293
184	0.008865839608
185	0.00884003287
186	0.008805892325
187	0.008790766224
188	0.008761726166
189	0.008742598555
190	0.008725214268
191	0.008700645952
192	0.00868574072
193	0.008672257541
194	0.008658993657
195	0.008644238526
196	0.008609162114
197	0.008591404113
198	0.008567147866
199	0.008527908234
200	0.008489453543
201	0.008461802472
202	0.008443708479
203	0.008421762768
204	0.008389817039
205	0.008379691537
206	0.008357511816
207	0.008341455725
208	0.008315962181
209	0.008277174223
210	0.008242864631
211	0.008227692053
212	0.008216283763
213	0.008195382699
214	0.008167961357
215	0.008150914147
216	0.008134901637
217	0.008107758712
218	0.008098426876
219	0.00808389864
220	0.00807265384
221	0.008045704886
222	0.008025832223
223	0.008005431746
224	0.00799564753
225	0.007974518055
226	0.007966729516
227	0.007948657085
228	0.007937959848
229	0.007910168276
230	0.007881612563
231	0.007863044129
232	0.007841571403
233	0.00781974396
234	0.00780656652
235	0.007780468632
236	0.007766010773
237	0.007751334549
238	0.007735918385
239	0.007723502923
240	0.007704052276
241	0.007690276482
242	0.00768160039
243	0.007666038636
244	0.007642744
245	0.007628137514
246	0.007606171616
247	0.00759014106
248	0.007574609534
249	0.007563510685
250	0.007549546986
251	0.007544930468
252	0.007526174143
253	0.007518066124
254	0.00749327906
255	0.00747255809
256	0.007444495727
257	0.007438687873
258	0.007422539854
259	0.0074161426
260	0.00740482241
261	0.00738605518
262	0.007374411084
263	0.007355263758
264	0.007345838966
265	0.007320748912
266	0.007303147497
267	0.00728413185
268	0.007275502873
269	0.007260162852
270	0.007241645623
271	0.007234438794
272	0.007228112162
273	0.007220040247
274	0.007207297498
275	0.007193965341
276	0.007176084954
277	0.007162255762
278	0.007142593088
279	0.007132366594
280	0.007111300158
281	0.007097420171
282	0.007088687684
283	0.007072081847
284	0.007056257089
285	0.007046206074
286	0.00703776453
287	0.007025546022
288	0.007018007927
289	0.007010934663
290	0.006996992021
291	0.006975450134
292	0.006963417447
293	0.006955451182
294	0.006948168956
295	0.006939007393
296	0.006923907604
297	0.006913505297
298	0.006896715118
299	0.006885475721
300	0.006880686232
301	0.006859851573
302	0.006847357443
303	0.006838167737
304	0.006832740495
305	0.006816991812
306	0.006810619589
307	0.006800534447
308	0.006788293111
309	0.006777155367
310	0.006762561358
311	0.00674542655
312	0.006729481551
313	0.006715552806
314	0.006710538612
315	0.006704636845
316	0.00668808871
317	0.006668158051
318	0.006657354828
319	0.00663778432
320	0.006625102824
321	0.006620092499
322	0.006611026191
323	0.00659677598
324	0.006580185744
325	0.006570367867
326	0.006549230456
327	0.006544860255
328	0.006540616523
329	0.006531810645
330	0.006517672796
331	0.006512418857
332	0.006501850471
333	0.00648885036
334	0.006481846467
335	0.006471134301
336	0.006451097341
337	0.006439833826
338	0.006431754059
339	0.006415989211
340	0.006404209408
341	0.006392943147
342	0.006382139081
343	0.006371453264
344	0.00635027924
345	0.006334736077
346	0.006331245071
347	0.006323565299
348	0.006308332562
349	0.006294708216
350	0.006289744292
351	0.006277623684
352	0.006265272624
353	0.006253749151
354	0.006241827898
355	0.006229205266
356	0.006223018529
357	0.006214233012
358	0.006209373793
359	0.006202537154
360	0.00619059306
361	0.006182136107
362	0.006172637394
363	0.006168769415
364	0.006154914005
365	0.006141127029
366	0.006131047219
367	0.006125955356
368	0.006114379861
369	0.006100126096
370	0.0060892047
371	0.00607485198
372	0.006064336832
373	0.006057790232
374	0.006042175708
375	0.00603006873
376	0.006019155553
377	0.006004713082
378	0.006000921184
379	0.005997639028
380	0.005985260894
381	0.005975968113
382	0.005967101025
383	0.005957416148
384	0.005940538909
385	0.005927991491
386	0.005913349969
387	0.005905799866
388	0.005900557004
389	0.005886192279
390	0.005874827262
391	0.005867387219
392	0.005856527058
393	0.005851290754
394	0.005845734687
395	0.005836168976
396	0.005828100918
397	0.005818259297
398	0.005806053699
399	0.005794227409
400	0.005785823201
401	0.005772168916
402	0.005764888203
403	0.005759699542
404	0.005754928414
405	0.005744781082
406	0.005736300053
407	0.005723107347
408	0.005721174352
409	0.005711305502
410	0.005699307563
411	0.005691247485
412	0.005682771238
413	0.005678148508
414	0.005667586678
415	0.005657967283
416	0.005649651748
417	0.005646658696
418	0.005638294672
419	0.005628265283
420	0.005614035409
421	0.005605851118
422	0.005598793156
423	0.00558858088
424	0.005583617203
425	0.00557593529
426	0.005568558375
427	0.005562711714
428	0.005558621213
429	0.005551507146
430	0.005542774982
431	0.005534942247
432	0.005524379656
433	0.005516913166
434	0.005510721484
435	0.005505943859
436	0.005499688289
437	0.005489972916
438	0.005486171884
439	0.005479330141
440	0.00546701228
441	0.005460273748
442	0.005452130362
443	0.005442998967
444	0.005436710301
445	0.005424373523
446	0.005413671472
447	0.005403983604
448	0.005396115765
449	0.005392382488
450	0.005380683932
451	0.005371380912
452	0.00535805757
453	0.005351045182
454	0.005343801252
455	0.005338378899
456	0.005330247791
457	0.005322810456
458	0.00531447653
459	0.00531104962
460	0.005303668103
461	0.005297358544
462	0.005293712981
463	0.005286224954
464	0.005278599213
465	0.00526695411
466	0.005256202378
467	0.005250480035
468	0.005242224266
469	0.005231167184
470	0.005225478683
471	0.005216435993
472	0.005207799411
473	0.005199040415
474	0.005195659485
475	0.005187625425
476	0.005177877624
477	0.00516872106
478	0.005158986917
479	0.005148015131
480	0.005134671032
481	0.005127690791
482	0.005116422269
483	0.005107417653
484	0.005098352831
485	0.005089795075
486	0.005086481198
487	0.005075841308
488	0.005067473574
489	0.005058468757
490	0.005052659554
491	0.005041987184
492	0.005035833912
493	0.005027307123
494	0.005021018024
495	0.005012736163
496	0.005008039128
497	0.005003230241
498	0.004995204719
499	0.004992458613
500	0.004986723611
501	0.00498252441
502	0.004977221707
503	0.004967478769
504	0.004956364074
505	0.004950252013
506	0.004942590975
507	0.004934113389
508	0.004928989355
509	0.004923392483
510	0.004910545886
511	0.004907491896
512	0.004900450848
513	0.004895898775
514	0.004888029227
515	0.004883115012
516	0.004878936786
517	0.004874315383
518	0.004869884214
519	0.00486287604
520	0.004855520346
521	0.004851138205
522	0.004844513099
523	0.00483693252
524	0.004829589786
525	0.004822421783
526	0.004813870204
527	0.004809323107
528	0.004805523385
529	0.004801549623
530	0.004800484569
531	0.004790008614
532	0.004783735672
533	0.004778958424
534	0.004771694408
535	0.004767783906
536	0.004763276871
537	0.004756186835
538	0.004752660704
539	0.004748713566
540	0.004740384728
541	0.004736817979
542	0.004731867082
543	0.004724609891
544	0.004715646193
545	0.004707048674
546	0.004703500957
547	0.004699544135
548	0.004693156156
549	0.004689538325
550	0.004685322847
551	0.00467737286
552	0.004673451457
553	0.00466829154
554	0.004661576622
555	0.004658147812
556	0.004649226941
557	0.004641035919
558	0.004639954004
559	0.004631807765
560	0.004629990361
561	0.004618276569
562	0.004608950552
563	0.004605797018
564	0.004599845347
565	0.004598165204
566	0.004591427583
567	0.004589866645
568	0.004582215369
569	0.004575437089
570	0.004570097306
571	0.004562495389
572	0.00455495638
573	0.004553493015
574	0.004547036307
575	0.004543746107
576	0.004539697437
577	0.004529003569
578	0.004521633826
579	0.004520209743
580	0.004514617817
581	0.004510969972
582	0.004506239879
583	0.004500912174
584	0.004494217182
585	0.004489430182
586	0.004485676888
587	0.004478310398
588	0.004475175515
589	0.004472442969
590	0.004460930014
591	0.004455194683
592	0.004450037515
593	0.004446774426
594	0.004442430974
595	0.00443610273
596	0.004425681017
597	0.004414977023
598	0.00440893081
599	0.004402559162
600	0.00439888648
601	0.004395951026
602	0.004385227203
603	0.004380235988
604	0.004375292364
605	0.004371582724
606	0.004362505433
607	0.004353118919
608	0.004347954345
609	0.004342113602
610	0.004334938526
611	0.004333706662
612	0.004325673588
613	0.004321565491
614	0.004315102429
615	0.004306888841
616	0.004300448818
617	0.004295390531
618	0.004290736685
619	0.004288336999
620	0.004285494531
621	0.004280030987
622	0.004279423877
623	0.004273746919
624	0.004264509191
625	0.004260187671
626	0.004251440244
627	0.004248656625
628	0.004242949587
629	0.004234747903
630	0.004229008201
631	0.00422448941
632	0.004220201198
633	0.004215763219
634	0.004211289505
635	0.00420378036
636	0.004202666697
637	0.004193846474
638	0.004188319741
639	0.004184653757
640	0.004179776241
641	0.004176077046
642	0.004173718711
643	0.00417111066
644	0.004164423323
645	0.004160511719
646	0.004153321457
647	0.004150747068
648	0.004147284877
649	0.00414503828
650	0.004140983699
651	0.004131983875
652	0.004126159169
653	0.004119665763
654	0.004112697981
655	0.004109413238
656	0.004097617798
657	0.004094443246
658	0.004088933959
659	0.004085387891
660	0.00408109706
661	0.004074276689
662	0.004068545089
663	0.004064933526
664	0.004056454084
665	0.004052331093
666	0.004044639089
667	0.004039272163
668	0.004035011518
669	0.004031092392
670	0.004030671898
671	0.004025431677
672	0.004021784342
673	0.004014306697
674	0.004009653968
675	0.004004460573
676	0.003997180298
677	0.003990882757
678	0.003985105664
679	0.003982679269
680	0.003977652045
681	0.003970976306
682	0.003965681124
683	0.00395939674
684	0.003952336659
685	0.003950435174
686	0.00394772021
687	0.003939386603
688	0.00393139406
689	0.003926565536
690	0.003919469766
691	0.003914178622
692	0.003901809748
693	0.003895167221
694	0.003887718692
695	0.003882552914
696	0.00387614288
697	0.003872709406
698	0.00386501246
699	0.003857171644
700	0.003851247973
701	0.003846250053
702	0.003842913096
703	0.003836411974
704	0.003834283981
705	0.00383195299
706	0.003821901902
707	0.003819683813
708	0.003812556776
709	0.003808311288
710	0.003803174338
711	0.003797360399
712	0.003792399656
713	0.003786185776
714	0.003780233076
715	0.003775895941
716	0.003771750433
717	0.003767744025
718	0.003765632644
719	0.003761355591
720	0.003757750621
721	0.003747232244
722	0.003743816885
723	0.003740447116
724	0.003736508229
725	0.003731168877
726	0.003726057646
727	0.003722094748
728	0.003719862485
729	0.003716048988
730	0.003710598742
731	0.003705111674
732	0.00369934845
733	0.003695191605
734	0.003690924509
735	0.003688967565
736	0.003685095729
737	0.003681152252
738	0.003677701768
739	0.003673155101
740	0.003669285838
741	0.003665193512
742	0.003661492156
743	0.003657645231
744	0.003655937448
745	0.003652920554
746	0.003648216385
747	0.003643970748
748	0.003639781155
749	0.003634107207
750	0.003629496231
751	0.003627423378
752	0.003623877592
753	0.003620189383
754	0.003614011173
755	0.003607868199
756	0.00360432952
757	0.003600339017
758	0.003597070434
759	0.003592840194
760	0.003589610721
761	0.003585760621
762	0.003578729423
763	0.003575761845
764	0.003572617653
765	0.003569676529
766	0.003566339219
767	0.003562144159
768	0.003559576877
769	0.003557340584
770	0.003553829846
771	0.003549985664
772	0.003546237906
773	0.00354010505
774	0.003535795685
775	0.003533060866
776	0.003529019876
777	0.003524991518
778	0.00352145324
779	0.003517878561
780	0.003514107108
781	0.003509244093
782	0.003500998546
783	0.003497438367
784	0.003492615244
785	0.003488154075
786	0.003484203219
787	0.003480167915
788	0.003476876128
789	0.003473008698
790	0.003469969573
791	0.003464542838
792	0.003460508558
793	0.003458280916
794	0.003455825632
795	0.003449770492
796	0.003446611527
797	0.003444030951
798	0.003440642292
799	0.003438912781
800	0.003433755258
801	0.003429382109
802	0.003426159453
803	0.00342196815
804	0.003420149837
805	0.003414179343
806	0.003406611713
807	0.003401649553
808	0.003397698667
809	0.00339492438
810	0.003391838642
811	0.003389148047
812	0.003386528258
813	0.003379702681
814	0.003372900458
815	0.003369731932
816	0.003364293384
817	0.003361278175
818	0.003355548535
819	0.003350701265
820	0.003340450325
821	0.003338319091
822	0.003334644567
823	0.003332344507
824	0.003329838313
825	0.003327412194
826	0.00332160674
827	0.003317324525
828	0.00331534517
829	0.003311083235
830	0.00330801536
831	0.003303516124
832	0.00330053863
833	0.003295534065
834	0.003293206292
835	0.003288370823
836	0.003285634906
837	0.003282271988
838	0.003280766499
839	0.003277973394
840	0.003275171366
841	0.003270277712
842	0.003267771969
843	0.003262168403
844	0.003258139413
845	0.003255399115
846	0.003251879632
847	0.00325035163
848	0.003249022715
849	0.003243623404
850	0.003241775178
851	0.003236723171
852	0.003233100698
853	0.003224477998
854	0.003221937196
855	0.003218585154
856	0.003214185659
857	0.003205031998
858	0.003201851433
859	0.003199032234
860	0.003194218831
861	0.003189260169
862	0.003183459462
863	0.003176822073
864	0.003173038409
865	0.003170923676
866	0.00316712308
867	0.003162509956
868	0.003159231969
869	0.003157398937
870	0.003154505248
871	0.003151550515
872	0.00314823446
873	0.003142643732
874	0.003139082327
875	0.003129730161
876	0.003127478673
877	0.003123020303
878	0.003120650433
879	0.003118383141
880	0.003114967825
881	0.003110015183
882	0.003107438573
883	0.003104578508
884	0.003102134944
885	0.003099683136
886	0.003096062927
887	0.003093733902
888	0.003090523638
889	0.003086578236
890	0.003083736544
891	0.003079092483
892	0.003074681595
893	0.003070649857
894	0.003068965472
895	0.00306619647
896	0.003063787851
897	0.003061249063
898	0.003057904628
899	0.003053140321
900	0.00304452652
901	0.003037790685
902	0.003033591766
903	0.003030454139
904	0.003028433737
905	0.003025804947
906	0.0030216565
907	0.003019322086
908	0.003014877291
909	0.003009064224
910	0.003007388592
911	0.003004808037
912	0.003002237378
913	0.002999320425
914	0.002994330714
915	0.002989220404
916	0.002987268552
917	0.002983640871
918	0.002980811898
919	0.002978868919
920	0.00297733831
921	0.002974383552
922	0.002972118633
923	0.002969069624
924	0.00296725854
925	0.002963233033
926	0.002960198866
927	0.002956706592
928	0.00295203881
929	0.002949882347
930	0.002944200933
931	0.002938941291
932	0.002933601813
933	0.002930297371
934	0.00292780901
935	0.002924214402
936	0.002919798483
937	0.002917262918
938	0.002915261653
939	0.002912857293
940	0.002908665855
941	0.002906806667
942	0.002903133205
943	0.002900840723
944	0.002898341575
945	0.002894928457
946	0.002892406292
947	0.002888323657
948	0.002883139023
949	0.002877976128
950	0.002876093799
951	0.002871074268
952	0.002866250304
953	0.002858735108
954	0.0028567018
955	0.002854348289
956	0.002852366434
957	0.002849045404
958	0.002847877812
959	0.002844978928
960	0.002840596147
961	0.002838694104
962	0.002835423023
963	0.002833274358
964	0.002828757424
965	0.002827149821
966	0.002824309172
967	0.00282094201
968	0.002816126453
969	0.002813417875
970	0.002812226604
971	0.00280882067
972	0.002804882456
973	0.002803191755
974	0.002799353406
975	0.002796782595
976	0.002792774975
977	0.002790126758
978	0.002786135391
979	0.002783102673
980	0.00278102705
981	0.002778100415
982	0.002775380303
983	0.002771911872
984	0.002767980647
985	0.002762010396
986	0.00275767404
987	0.002755420195
988	0.002752675484
989	0.002750574173
990	0.002749305752
991	0.002746244912
992	0.002743558936
993	0.002739957379
994	0.002737974203
995	0.00273578092
996	0.002733153216
997	0.002729624807
998	0.0027253887
999	0.00272245659
